x,sinx
0.761,0.670273918
0.762,0.986617764
0.763,0.395869787
0.764,-0.558839046
0.765,-0.999753838
0.766,-0.521499562
0.767,0.436219006
0.768,0.992879831
0.769,0.636691519
0.77,-0.30486804
0.771,-0.966133329
0.772,-0.73914009
0.773,0.167415138
0.774,0.920049661
0.775,0.826794768
0.776,-0.026611421
0.777,-0.855551193
0.778,-0.897901143
0.779,-0.114724923
0.78,0.773928862
0.781,0.951036021
0.782,0.253765048
0.783,-0.67681634
0.784,-0.985135906
0.785,-0.387726064
0.786,0.566157334
0.787,0.999518289
0.788,0.513926739
0.789,-0.444166685
0.79,-0.993895307
0.791,-0.629841168
0.792,0.313286037
0.793,0.968379504
0.794,0.733149321
0.795,-0.176134966
0.796,-0.923481578
0.797,-0.821783486
0.798,0.035458554
0.799,0.860100162
0.8,0.893969648
0.801,0.105927562
0.802,-0.779503836
0.803,-0.948263002
0.804,-0.245193538
0.805,0.683305735
0.806,0.983576866
0.807,0.379551962
0.808,-0.573431265
0.809,-0.999204432
0.81,-0.506313652
0.811,0.452079564
0.812,0.994832914
0.813,0.622941471
0.814,-0.321679488
0.815,-0.970549809
0.816,-0.727101111
0.817,0.184840995
0.818,0.926841143
0.819,0.816707818
0.82,-0.044302908
0.821,-0.864581745
0.822,-0.889968113
0.823,-0.097121902
0.824,0.785017737
0.825,0.94541569
0.826,0.236602817
0.827,-0.689741595
0.828,-0.981940765
0.829,-0.371348124
0.83,0.580660269
0.831,0.998812289
0.832,0.498660897
0.833,-0.459957024
0.834,-0.995692578
0.835,-0.615992968
0.836,0.330047737
0.837,0.972644074
0.838,0.720995935
0.839,-0.193532541
0.84,-0.930128092
0.841,-0.811568164
0.842,0.053143791
0.843,0.86899559
0.844,0.885896851
0.845,0.088308633
0.846,-0.790470135
0.847,-0.942494306
0.848,-0.227993559
0.849,0.696123415
0.85,0.980227732
0.851,0.363115192
0.852,-0.58784378
0.853,-0.998341892
0.854,-0.490969073
0.855,0.467798448
0.856,0.996474233
0.857,0.608996204
0.858,-0.338390127
0.859,-0.974662135
0.86,-0.714834271
0.861,0.202208925
0.862,0.933342168
0.863,0.806364926
0.864,-0.06198051
0.865,-0.873341352
0.866,-0.881756182
0.867,-0.079488445
0.868,0.795860602
0.869,0.939499081
0.87,0.219366439
0.871,-0.702450696
0.872,-0.9784379
0.873,-0.354853811
0.874,0.594981236
0.875,0.997793278
0.876,0.483238783
0.877,-0.475603221
0.878,-0.997177817
0.879,-0.601951726
0.88,0.346706005
0.881,0.976603835
0.882,0.708616602
0.883,-0.210869466
0.884,-0.93648312
0.885,-0.801098512
0.886,0.070812374
0.887,0.877618689
0.888,0.877546429
0.889,0.070662029
0.89,-0.801188715
0.891,-0.936430249
0.892,-0.210722131
0.893,0.708722942
0.894,0.976571411
0.895,0.346564628
0.896,-0.602072076
0.897,-0.99716649
0.898,-0.475470632
0.899,0.483370732
0.9,0.997803274
0.901,0.594860088
0.902,-0.35499472
0.903,-0.97846902
0.904,-0.702343415
0.905,0.219513487
0.906,0.939550701
0.907,0.795769334
0.908,-0.079638689
0.909,-0.881827268
0.91,-0.873267924
0.911,-0.061830077
0.912,0.806454057
0.913,0.93328805
0.914,0.202061315
0.915,-0.714939662
0.916,-0.974628411
0.917,-0.338248293
0.918,0.609115745
0.919,0.996461576
0.92,0.46766523
0.921,-0.491100372
0.922,-0.998350557
0.923,-0.587721844
0.924,0.363255622
0.925,0.980257544
0.926,0.696015201
0.927,-0.228140309
0.928,-0.94254467
0.929,-0.790377809
0.93,0.088458765
0.931,0.885966758
0.932,0.868921
0.933,0.052993281
0.934,-0.811656216
0.935,-0.930072731
0.936,-0.193384667
0.937,0.721100368
0.938,0.97260905
0.939,0.329905457
0.94,-0.616111692
0.941,-0.995678593
0.942,-0.459823187
0.943,0.498791536
0.944,0.998819621
0.945,0.580537553
0.946,-0.371488064
0.947,-0.981969269
0.948,-0.689632456
0.949,0.236749256
0.95,0.945464794
0.951,0.78492436
0.952,-0.097271911
0.953,-0.890036835
0.954,-0.864505998
0.955,-0.044152333
0.956,0.816794783
0.957,0.926784543
0.958,0.184692868
0.959,-0.727204578
0.96,-0.970513489
0.961,-0.321536774
0.962,0.623059368
0.963,0.994817601
0.964,0.451945119
0.965,-0.506443621
0.966,-0.999210431
0.967,-0.573307779
0.968,0.379691401
0.969,0.983604058
0.97,0.68319568
0.971,-0.245339656
0.972,-0.948310843
0.973,-0.779409415
0.974,0.106077435
0.975,0.894037181
0.976,0.860023265
0.977,0.035307926
0.978,-0.821869358
0.979,-0.923423744
0.98,-0.175986599
0.981,0.733251814
0.982,0.96834189
0.983,0.313142899
0.984,-0.62995823
0.985,-0.993878667
0.986,-0.444031641
0.987,0.514056028
0.988,0.999522956
0.989,0.566033088
0.99,-0.387864991
0.991,-0.985161785
0.992,-0.676705378
0.993,0.253910833
0.994,0.951082595
0.995,0.773833405
0.996,-0.114874649
0.997,-0.89796748
0.998,-0.855473152
0.999,-0.026460753
1,0.826879541
